,TO,PTS,Ast%,Ast/100,Blk%,Blk/100,Box D-DPM,Box DPM,Box O-DPM,D-DPM,DPM,DPM Improvement,Experience,FG2%,FG3%,SEC,FG3A/100,FG3ARate%,FGA/100,FT%,FTA/100,FTARate%,O-DPM,Player,Reb/100,Stl%,Stl/100,Team,Tov/100,Usg%,MIN
39,4,12,18.60%,6.2,1.70%,1.7,2.8,2.7,-0.1,2.6,2.3,1.0,Vet,56.70%,15.60%,0,0.7,5.70%,9.3,49.10%,6.2,49.30%,-0.4,Steven Adams,17.2,1.60%,1.6,Memphis Grizzlies,2.6,14.00%,37.0
40,4,16,31.00%,10.2,0.60%,0.6,-2.1,0.7,2.8,-1.1,2.0,2.2,Vet,51.80%,30.40%,0,6.0,24.20%,26.4,71.50%,11.5,42.10%,3.2,Ja Morant,8.5,1.50%,1.5,Memphis Grizzlies,5.1,31.10%,27.0
46,3,4,9.70%,3.0,2.60%,2.3,1.1,2.3,1.2,0.9,1.8,0.8,Vet,63.00%,28.80%,0,0.7,4.60%,15.8,68.10%,5.8,38.60%,0.9,Brandon Clarke,13.3,1.50%,1.5,Memphis Grizzlies,1.8,18.10%,14.0
49,3,30,11.00%,3.6,0.80%,0.8,0.2,1.6,1.3,0.3,1.8,2.5,Sophomore,50.90%,38.10%,0,11.2,53.40%,21.0,87.30%,3.8,19.70%,1.5,Desmond Bane,6.7,1.70%,1.8,Memphis Grizzlies,2.1,21.40%,27.0
56,2,10,5.40%,1.7,5.00%,4.5,1.2,1.2,0.0,1.4,1.7,1.1,Vet,49.80%,33.90%,0,9.5,41.70%,21.5,80.40%,8.3,37.70%,0.3,Jaren Jackson Jr.,11.1,1.50%,1.5,Memphis Grizzlies,2.8,23.70%,22.0
57,3,4,15.30%,5.0,1.20%,1.0,1.6,1.8,0.2,1.4,1.7,0.5,Vet,46.20%,32.80%,0,12.7,63.20%,19.7,74.60%,3.7,20.80%,0.3,De'Anthony Melton,9.1,2.70%,2.7,Memphis Grizzlies,2.9,20.80%,11.0
104,3,6,26.60%,9.4,0.10%,0.1,-0.2,1.0,1.2,0.1,0.7,2.3,Vet,48.10%,34.80%,0,7.8,45.00%,17.5,82.40%,2.6,16.40%,0.6,Tyus Jones,5.4,2.10%,2.2,Memphis Grizzlies,1.9,17.60%,11.0
138,2,8,14.00%,4.9,1.80%,1.6,2.0,0.5,-1.5,1.2,0.3,-1.2,Vet,51.30%,29.60%,0,2.6,15.60%,12.5,70.90%,3.4,28.90%,-0.9,Kyle Anderson,11.6,2.40%,2.4,Memphis Grizzlies,2.1,14.00%,18.0
141,2,10,11.80%,3.7,0.60%,0.5,-1.4,-2.0,-0.6,-0.5,0.3,0.1,Vet,46.20%,33.10%,0,8.6,35.00%,24.8,79.80%,5.3,21.40%,0.8,Dillon Brooks,5.2,1.60%,1.6,Memphis Grizzlies,2.4,25.30%,19.0
148,2,2,12.20%,4.1,1.00%,0.8,0.7,0.5,-0.2,0.7,0.1,-0.4,Vet,58.80%,33.10%,0,5.1,48.10%,10.1,62.10%,2.4,21.30%,-0.5,John Konchar,12.5,1.70%,1.7,Memphis Grizzlies,1.5,11.10%,2.0
172,2,0,9.70%,3.2,1.20%,1.0,1.3,0.6,-0.7,1.1,-0.1,0.7,Sophomore,58.60%,29.00%,0,2.7,14.10%,12.6,63.00%,4.1,32.90%,-1.1,Xavier Tillman,11.7,2.50%,2.5,Memphis Grizzlies,2.3,15.40%,2.0
201,2,4,8.20%,2.2,1.70%,1.5,1.2,-0.1,-1.4,1.1,-0.3,1.5,Sophomore,40.10%,31.50%,0,9.8,65.20%,14.1,67.70%,2.4,20.10%,-1.4,Killian Tillie,8.8,1.80%,1.8,Memphis Grizzlies,1.6,14.20%,7.0
259,1,6,6.50%,2.1,0.50%,0.4,-0.9,-0.9,0.0,-0.8,-0.8,1.1,Rookie,58.50%,32.60%,0,9.3,59.50%,15.7,76.90%,3.3,21.50%,0.0,Ziaire Williams,5.2,1.30%,1.3,Memphis Grizzlies,1.5,17.00%,3.0
270,1,2,16.80%,4.8,0.70%,0.6,-0.1,-0.9,-0.8,-0.1,-0.9,0.7,Sophomore,49.80%,25.00%,0,6.5,39.40%,16.1,76.00%,5.0,27.70%,-0.8,Tyrell Terry,7.1,2.00%,1.9,Memphis Grizzlies,2.5,19.40%,1.0
399,0,0,7.00%,2.2,1.50%,1.4,0.0,-1.8,-1.9,0.0,-1.9,0.3,Rookie,48.30%,30.70%,0,7.9,57.50%,13.5,67.20%,3.4,21.90%,-1.9,Yves Pons,8.2,1.40%,1.4,Memphis Grizzlies,1.8,15.10%,0.0
440,0,0,9.40%,2.7,1.90%,1.7,-0.7,-2.3,-1.6,-0.7,-2.2,0.3,Rookie,52.60%,27.20%,0,5.9,30.20%,19.5,62.70%,5.6,32.00%,-1.6,Santi Aldama,13.0,1.10%,1.1,Memphis Grizzlies,2.7,21.20%,0.0
457,0,0,12.40%,3.7,1.00%,0.9,0.0,-2.3,-2.2,-0.2,-2.3,-0.4,Vet,44.10%,31.60%,0,6.9,37.10%,20.4,50.80%,5.5,24.40%,-2.1,Jarrett Culver,7.6,2.10%,2.1,Memphis Grizzlies,2.8,21.20%,0.0
0,5,22,28.20%,7.7,2.00%,1.8,1.1,4.5,3.4,2.8,7.3,-0.2,Vet,62.40%,27.20%,0,3.8,19.60%,28.2,67.60%,13.9,56.50%,4.5,Giannis Antetokounmpo,17.5,1.50%,1.5,Milwaukee Bucks,4.9,33.30%,40.0
16,3,20,27.60%,8.8,0.80%,0.7,-0.1,1.9,2.0,1.0,3.8,0.4,Vet,51.80%,33.50%,0,7.9,39.40%,21.1,75.60%,4.2,20.80%,2.8,Jrue Holiday,6.6,2.20%,2.2,Milwaukee Bucks,3.7,23.70%,40.0
26,3,4,26.50%,8.1,0.60%,0.4,-0.2,1.7,2.0,0.2,2.6,0.1,Vet,46.60%,34.90%,0,10.6,47.00%,23.7,85.70%,6.5,27.60%,2.4,Khris Middleton,8.0,1.60%,1.7,Milwaukee Bucks,3.6,26.40%,28.0
